#key	name	year	genre	developer	players
Kung Fu Kid (USA, Europe, Brazil) (En)	Kung Fu Kid	1987	Beat'em Up	SEGA	1-2
Land of Illusion Starring Mickey Mouse (Europe, Brazil) (En)	Land of Illusion Starring Mickey Mouse	1993	Platform	SEGA	1
Laser Ghost (Europe)	Laser Ghost	1991	Lightgun Shooter	SEGA	1
Legend of Illusion Starring Mickey Mouse (Brazil) (En)	Legend Of Illusion Starring Mickey Mouse	1994	Platform	Aspect	1
Lemmings (Europe, Brazil) (En)	Lemmings	1992	Strategy	Probe Software	1
Lemmings 2 - The Tribes (Europe) (Proto)	Lemmings 2 - The Tribes	1994	Puzzle	Digital Developments	1
Lethal Weapon 3 Music (Europe) (Proto) (Sound Data)	ZZZ(notgame):#NONGAME			Maxim	
Line of Fire (Europe, Brazil) (En)	Line of Fire	1991	Shoot'em Up / Vertical/Shoot'em Up	Sanritsu Denki	1
Lion King, The (Europe, Brazil) (En)	The Lion King	1994	Platform	Syrox Developments	1
Lord of the Sword (USA, Europe, Brazil) (En)	Lord of the Sword	1989	Adventure	SEGA	1
Loretta no Shouzou - Sherlock Holmes (Japan)	Loretta No Shouzou - Sherlock Holmes	1987	Adventure	SEGA	1
Lucky Dime Caper Starring Donald Duck, The (Europe, Brazil) (En)	The Lucky Dime Caper Starring Donald Duck	1991	Platform	SEGA	1
Mahjong Sengoku Jidai (Japan)	Mahjong Sengoku Jidai	1987	Mahjong/Puzzle/Asiatic board game	Sanritsu Denki	1
Marble Madness (Europe)	Marble Madness	1992	Action / Labyrinth/Action	Tengen	1
Marksman Shooting & Trap Shooting & Safari Hunt (Europe)	Marksman Shooting & Trap Shooting & Safari Hunt	1986	Lightgun Shooter/Compilation	SEGA	1
Marksman Shooting & Trap Shooting (USA, Brazil) (En)	Marksman Shooting & Trap Shooting	1986	Lightgun Shooter/Compilation	SEGA	1-2
Master of Darkness (Europe, Brazil) (En)	Master of Darkness	1993	Platform	Sims	1
Masters of Combat (Europe, Brazil) (En)	Masters of Combat	1993	Fighting	Sims	1-2
Maze Hunter 3-D (USA, Europe, Brazil) (En)	Maze Hunter 3-D	1988	Action / Labyrinth/Action	SEGA	1
Megumi Rescue (Japan) (En)	Megumi Rescue	1988		SEGA	1
Memoria Master (Brazil) (Mega Drive 4)	Memoria Master		Board game	Tectoy	1
Mercs (Europe, Brazil) (En)	Mercs	1991	Shooter / Run and Gun/Shooter	Tiertex	1
Michael Jackson's Moonwalker (USA, Europe, Brazil) (En)	Michael Jackson's Moonwalker	1990	Platform	Arc Developments Limited	1
Mickey's Ultimate Challenge (Brazil) (En)	Mickey's Ultimate Challenge	1994	Strategy/Puzzle	Master Designer Software	1
Micro Machines (Europe)	Micro Machines	1993	Racing, Driving	Codemasters	1-2
Mina Terrestre (Brazil) (Mega Drive 4)	Mina Terrestre		Puzzle	Tectoy	1
Minerador (Brazil) (Mega Drive 4)	Minerador			Tectoy	1
Miracle Warriors - Seal of The Dark Lord (USA, Europe, Brazil) (En)	Miracle Warriors : Seal of the Dark Lord	1988	Japanese RPG/Role Playing Game	Kogado	1
Missile Defense 3-D (USA, Europe, Brazil) (En)	Missile Defense 3-D	1987	Lightgun Shooter	SEGA	1
Monopoly (USA, Europe)	Monopoly	1988	Board game	Nexa	1-10
Montezuma's Revenge Featuring Panama Joe (USA)	Montezuma's Revenge featuring Panama Joe	1989	Platform	Parker Brothers	1
Mortal Kombat (Europe, Brazil) (En)	Mortal Kombat	1993	Fighting	Probe Software	1-2
Mortal Kombat 3 (Brazil) (En)	Mortal Kombat 3	1995	Fighting / Versus/Fighting	Software Creations	1-2
Mortal Kombat II (Europe, Brazil) (En)	Mortal Kombat II	1994	Fighting / Versus/Fighting	Probe Software	1-2
Ms. Pac-Man (Europe, Brazil) (En)	Ms. Pac-Man	1991	Action / Labyrinth/Action	Tengen	1-2
My Hero (USA, Europe, Brazil) (En)	My Hero	1986	Beat'em Up	SEGA	1-2
NBA Jam (Europe) (Proto)	NBA Jam	1994	Sports / Basketball/Sports	Iguana Entertainment	1-4
Nekkyuu Koushien (Japan)	Nekkyuu Koushien	1988	Sports / Baseball/Sports	SEGA	2
NewZealand Story, The (Europe)	The New Zealand Story	1992	Platform	Tecmagik	1
Ninja Gaiden (Europe, Brazil) (En)	Ninja Gaiden	1992	Platform	Sims	1
Ninja, The (USA, Europe, Brazil) (En)	The Ninja	1987	Shooter	SEGA	1-2
Olympic Gold (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)	Olympic Gold	1992	Sports / Multisports/Sports	U.S. Gold	1-4
Operation Wolf (Europe, Brazil) (En)	Operation Wolf	1990	Shooter / FPV/Shooter	Taito	1
Ottifants, The (Europe, Brazil) (En,Fr,De,Es,It)	The Ottifants	1993	Platform	Graftgold Creative Software	1
OutRun (World)	Out Run	1987	Racing, Driving	SEGA AM2	1
OutRun 3-D (Europe, Brazil) (En)	Out Run 3-D	1989	Racing, Driving	SEGA	1
OutRun Europa (Europe, Brazil) (En)	Out Run Europa	1992	Racing, Driving	Probe Software	1
Pac-Mania (Europe)	Pac-Mania	1991	Action / Labyrinth/Action	Tecmagik	1
Palhacos (Brazil) (Mega Drive 4)	Palhacos			Tectoy	1
Paperboy (USA, Brazil) (En)	Paperboy	1990	Sports / Cycling/Sports	Tiertex	1
Parlour Games (USA, Europe)	Parlour Games	1988	Casual Game/Sports / Darts/Sports / Pool/Sports	Compile	1-4
Pat Riley Basketball (USA) (Proto)	Pat Riley Basketball	1989	Sports / Basketball/Sports	SEGA	1-2
Penguin Land (USA, Europe)	Penguin Land	1988	Platform	SEGA	1
PGA Tour Golf (Europe)	PGA Tour Golf	1993	Sports / Golf/Sports	Polygames	1-4
Phantasy Star (World) (En) (Sega Ages)	Phantasy Star	1988	Role Playing Game	SEGA	1
Pit-Fighter (Europe)	Pit Fighter	1992	Fighting	The Kremlin	1-2
